Unnamed: 0,Date,DoW,HELPER,Time Slot,Team 1,Team 2,City,Persons 2+,Winner,Winner Score,Loser Score,25-11 Rankings,Top 10 Rankings,Competing Tier 1,FOX,FS1,ESPN2,NBC,CBS,ABC,CW,ESPNU,FS2,NFLN,BTN,ESPNNEWS,Daytime (11a-6:30p),Sat Late (9:30p-Later),Sun,Mon,Midweek,Spread,SEC/Big 10,Big 12/ACC,Conf Champ,Team 1 11-25?,Team 1 Top 10?,Team 2 11-25?,Team 2 Top 10?,Score Diff,Spread Help,Team1_SEC,Team2_SEC,Team1_Big Ten,Team2_Big Ten,Team1_ACC,Team2_ACC,Team1_Big 12,Team2_Big 12,Big 12,SEC,ACC,Big 10,Pac 12,#1-5,#6-10,#11-15,#16-25,source_index,team1_games_before,team1_win_pct_before,team2_games_before,team2_win_pct_before,avg_win_pct_before,win_pct_diff_before,Team1_WinPct_ToDate,Team2_WinPct_ToDate,Avg_WinPct_ToDate,WinPct_Diff_ToDate,ParsedDate,Year,Time_float,Monday,Weekday,Black Friday,Friday,Friday Power,Friday Non-Power,Week 0 Power,Week 1 Power,Sat Early,Sat Mid,Sat Late,OldNielsenSystem,DeionEra,DeionEra25,Michigan_OhioSt,Texas_Oklahoma,Alabama_Auburn,Georgia_Florida,NotreDame_USC,Florida_Tennessee,Oregon_Washington,BYU_Utah,Iowa_IowaSt,OleMiss_MississippiSt,Clemson_SouthCarolina,Arizona_ArizonaSt,Miami_FloridaSt,Texas_TexasA&M,Oregon_OregonSt,USC_UCLA,Louisville_Kentucky,Washington_WashingtonSt,Kansas_KansasSt,Minnesota_Wisconsin,Army_Navy,Army_AirForce,Navy_AirForce,OhioSt_PennSt,Alabama_LSU,Vanderbilt_Tennessee,Georgia_GeorgiaTech,Alabama_Georgia,WestVirginia_Pittsburgh,BothRanked,SEC_PostseasonImplications,Big10_PostseasonImplications,ACC_PostseasonImplications,Big12_PostseasonImplications,SEC_ConfChamp,Big10_ConfChamp,Big12_ConfChamp,ACC_ConfChamp,Pac12_ConfChamp,Other_ConfChamp,OhioSt_BTN,ln_viewers,Competing_Games_Score
,10/19/24,Sat,0.5,12:00p,Indiana,Nebraska,3.18M,3180.0,Indiana,56.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,6.5,2.0,0.0,0.0,,,,,49.0,-6.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,1.0,566,6.0,1.0,6.0,0.8333,0.9166,0.1667,1.0,0.8333,0.91665,0.16669999999999996,2024-10-19,2024,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.064950891749143,5.951347205151776
,10/19/24,Sat,0.5,12:00p,Louisville,Miami,4.07M,4070.0,Miami,52.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,4.5,0.0,2.0,0.0,,,,,7.0,4.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,1.0,0.0,0.0,567,6.0,0.6667,6.0,1.0,0.8334,0.3333,0.6667,1.0,0.83335,0.33330000000000004,2024-10-19,2024,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31164394850298,6.702334110082027
,10/19/24,Sat,0.5,12:00p,Rutgers,UCLA,426K,426.0,UCLA,35.0,32.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,,,,,3.0,-4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,568,6.0,0.6667,6.0,0.1667,0.4167,0.5,0.6667,0.1667,0.41669999999999996,0.5,2024-10-19,2024,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.056784013228625,8.918099609547387
,10/19/24,Sat,0.5,12:00p,Coastal Carolina,Louisiana,54K,54.0,Louisiana,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,569,6.0,0.6667,6.0,0.8333,0.75,0.1666,0.6667,0.8333,0.75,0.16660000000000008,2024-10-19,2024,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.007333185232471,9.197045355531662
,10/19/24,Sat,0.5,12:00p,Northwestern,Wisconsin,502K,502.0,Wisconsin,23.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0.0,9.5,2.0,0.0,0.0,,,,,20.0,9.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,570,6.0,0.5,6.0,0.6667,0.5834,0.1667,0.5,0.6667,0.58335,0.16669999999999996,2024-10-19,2024,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.220590170099739,8.702870084048842
,10/19/24,Sat,0.5,12:00p,Army,East Carolina,323K,323.0,Army,45.0,28.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,,,,,17.0,-17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,571,6.0,1.0,6.0,0.5,0.75,0.5,1.0,0.5,0.75,0.5,2024-10-19,2024,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.780743515792329,8.805978371010761
,10/19/24,Sat,0.645833333,3:30p,Illinois,Michigan,3.01M,3010.0,Illinois,21.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,,,,,14.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,2.0,572,6.0,0.8333,6.0,0.6667,0.75,0.1666,0.8333,0.6667,0.75,0.16660000000000008,2024-10-19,2024,15.5,0,0,0,0,0,0,0,0,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.010027528481734,17.772892460306693
,10/19/24,Sat,0.645833333,3:30p,Tennessee,Alabama,10.23M,10230.0,Tennessee,24.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,3.5,2.0,0.0,0.0,,,,,7.0,3.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,1.0,1.0,0.0,573,6.0,0.8333,6.0,0.8333,0.8333,0.0,0.8333,0.8333,0.8333,0.0,2024-10-19,2024,15.5,0,0,0,0,0,0,0,0,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.23317760587894,10.712263665944736
,10/19/24,Sat,0.645833333,3:30p,Georgia Tech,Notre Dame,1.59M,1590.0,Notre Dame,31.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,,,,,18.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,574,7.0,0.7143,6.0,0.8333,0.7738,0.119,0.7143,0.8333,0.7738,0.119,2024-10-19,2024,15.5,0,0,0,0,0,0,0,0,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.372118028337787,19.74685091273428
,10/19/24,Sat,0.645833333,3:30p,Washington St.,Hawaii,258K,258.0,Washington State,42.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,,,,,32.0,-18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,575,0.0,0.5,0.0,0.5,,,0.5,0.5,0.5,0.0,2024-10-19,2024,15.5,0,0,0,0,0,0,0,0,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556828061699537,21.441544681760135
,10/19/24,Sat,0.666666667,4:00p,Texas Tech,Baylor,316K,316.0,Baylor,59.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,4.5,0.0,2.0,0.0,,,,,24.0,-4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,576,6.0,0.8333,6.0,0.3333,0.5833,0.5,0.8333,0.3333,0.5833,0.5,2024-10-19,2024,16.0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75890177387728,21.280111527786516
,10/19/24,Sat,0.666666667,4:00p,Maryland,USC,516K,516.0,Maryland,29.0,28.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,6.5,2.0,0.0,0.0,,,,,1.0,6.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,577,6.0,0.5,6.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2024-10-19,2024,16.0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.248042874508429,21.246693049545385
,10/19/24,Sat,0.666666667,4:00p,Arizona,Colorado,2.02M,2020.0,Colorado,34.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,2.5,0.0,2.0,0.0,,,,,27.0,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,578,6.0,0.5,6.0,0.6667,0.5834,0.1667,0.5,0.6667,0.58335,0.16669999999999996,2024-10-19,2024,16.0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.611347717403621,18.4978181274155
,10/19/24,Sat,0.791666667,7:00p,Arkansas,LSU,1.36M,1360.0,LSU,34.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,,,,,24.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,579,6.0,0.6667,6.0,0.8333,0.75,0.1666,0.6667,0.8333,0.75,0.16660000000000008,2024-10-19,2024,19.0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.215975002651466,15.313004482042263
,10/19/24,Sat,0.8125,7:30p,Iowa St.,UCF,526K,526.0,Iowa State,38.0,35.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,,,,,3.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,580,6.0,1.0,6.0,0.5,0.75,0.5,1.0,0.5,0.75,0.5,2024-10-19,2024,19.5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.267200548541362,17.936077007698373
,10/19/24,Sat,0.8125,7:30p,Memphis,North Texas,30K,30.0,Memphis,52.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,,,,,8.0,-10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,581,6.0,0.8333,6.0,0.8333,0.8333,0.0,0.8333,0.8333,0.8333,0.0,2024-10-19,2024,19.5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4339872044851463,18.5665378411871
,10/19/24,Sat,0.8125,7:30p,Michigan St.,Iowa,1.57M,1570.0,Michigan State,32.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,,,,,12.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,582,6.0,0.5,6.0,0.6667,0.5834,0.1667,0.5,0.6667,0.58335,0.16669999999999996,2024-10-19,2024,19.5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.359467638255621,16.31417901570262
,10/19/24,Sat,0.8125,7:30p,West Virginia,Kansas St.,1.14M,1140.0,Kansas State,45.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.5,0.0,2.0,0.0,,,,,27.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,583,6.0,0.5,6.0,0.8333,0.6666,0.3333,0.5,0.8333,0.66665,0.33330000000000004,2024-10-19,2024,19.5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.039660349862076,16.582910954357704
,10/19/24,Sat,0.8125,7:30p,Texas,Georgia,13.19M,13190.0,Georgia,30.0,15.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,,,,,15.0,-4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,0.0,0.0,584,6.0,1.0,6.0,0.8333,0.9166,0.1667,1.0,0.8333,0.91665,0.16669999999999996,2024-10-19,2024,19.5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.48729005784892,8.39781098469864
,10/19/24,Sat,0.916666667,10:00p,Oregon St.,UNLV,507K,507.0,UNLV,33.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,6.5,0.0,0.0,0.0,,,,,8.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,585,6.0,0.6667,6.0,0.8333,0.75,0.1666,0.6667,0.8333,0.75,0.16660000000000008,2024-10-19,2024,22.0,0,0,0,0,0,0,0,0,0,0,1,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.230481447578482,1.0497916011820743
,10/19/24,Sat,0.9375,10:30p,Utah,TCU,912K,912.0,TCU,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,3.0,0.0,2.0,0.0,,,,,6.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,586,6.0,0.6667,6.0,0.5,0.5834,0.1667,0.6667,0.5,0.58335,0.16669999999999996,2024-10-19,2024,22.5,0,0,0,0,0,0,0,0,0,0,1,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.816735880594968,0.34683813507615285
,10/22/24,Tue,0.8125,7:30p,FIU,Sam Houston,132K,132.0,Sam Houston,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,,,,,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,587,0.0,0.5,0.0,0.5,,,0.5,0.5,0.5,0.0,2024-10-22,2024,19.5,0,1,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.890349128221754,0.0
,10/23/24,Wed,0.8125,7:30p,Jacksonville St.,Middle Tennessee St.,434K,434.0,Jacksonville State,42.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,20.5,0.0,0.0,0.0,,,,,22.0,-20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,588,6.0,0.5,7.0,0.2857,0.3929,0.2143,0.5,0.2857,0.39285000000000003,0.2143,2024-10-23,2024,19.5,0,1,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.075346031088684,0.0
,10/24/24,Thu,0.791666667,7:00p,Old Dominion,Georgia Southern,214K,214.0,Old Dominion,47.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,589,7.0,0.4286,7.0,0.7143,0.5715,0.2857,0.4286,0.7143,0.57145,0.28570000000000007,2024-10-24,2024,19.0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3706380281276624,1.5903188654246136
,10/24/24,Thu,0.8125,7:30p,Pittsburgh,Syracuse,948K,948.0,Pittsburgh,41.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,,,,,28.0,-5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,1.0,590,0.0,0.5,0.0,0.5,,,0.5,0.5,0.5,0.0,2024-10-24,2024,19.5,0,1,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.855408798609928,0.22280165369616878
,10/25/24,Fri,0.8125,7:30p,Boston College,Louisville,879K,879.0,Louisville,31.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,,,,,4.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,591,7.0,0.5714,7.0,0.5714,0.5714,0.0,0.5714,0.5714,0.5714,0.0,2024-10-25,2024,19.5,0,0,0,1,1,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779921907472252,0.0
,10/25/24,Fri,0.958333333,11:00p,USC,Rutgers,2.01M,2010.0,USC,42.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,14.0,2.0,0.0,0.0,,,,,22.0,-14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,592,7.0,0.4286,7.0,0.5714,0.5,0.1428,0.4286,0.5714,0.5,0.14280000000000004,2024-10-25,2024,23.0,0,0,0,1,1,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.606387389772652,0.0
,10/26/24,Sat,0.5,12:00p,Navy,Notre Dame,2.79M,2790.0,Notre Dame,51.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,,,,,37.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,593,6.0,1.0,7.0,0.8571,0.9285,0.1429,1.0,0.8571,0.92855,0.14290000000000003,2024-10-26,2024,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.934155233536322,11.673050928199274
,10/26/24,Sat,0.5,12:00p,Memphis,Charlotte,41K,41.0,Memphis,33.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,,,,,5.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,594,7.0,0.8571,7.0,0.4286,0.6428,0.4285,0.8571,0.4286,0.6428499999999999,0.4285,2024-10-26,2024,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7376696182833684,14.959980305165148
,10/26/24,Sat,0.5,12:00p,Indiana,Washington,1.07M,1070.0,Indiana,31.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,0.0,5.5,2.0,0.0,0.0,,,,,14.0,-5.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,1.0,0.0,595,7.0,1.0,7.0,0.5714,0.7857,0.4286,1.0,0.5714,0.7857000000000001,0.4286,2024-10-26,2024,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.976348070447749,14.36897957008884
,10/26/24,Sat,0.5,12:00p,North Texas,Tulane,130K,130.0,Tulane,45.0,37.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,,,,,8.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,596,7.0,0.7143,7.0,0.7143,0.7143,0.0,0.7143,0.7143,0.7143,0.0,2024-10-26,2024,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.875197323201151,14.831595229395814
